trials,participant,valence,S,R,rt,dataset
84,5,4,right,right,1.6645951160623198,weber_violated
85,5,4,right,left,3.2182278846183463,weber_violated
86,5,4,right,left,5.675770611397241,weber_violated
87,5,4,right,left,2.3023210444998403,weber_violated
88,5,4,right,right,2.0848850055349777,weber_violated
89,5,4,right,left,4.317587531056376,weber_violated
90,5,4,right,right,2.155858426748488,weber_violated
91,5,6,right,right,1.7928461188951605,weber_violated
92,5,6,right,left,1.4622396693187425,weber_violated
93,5,6,right,right,1.4872698593122458,weber_violated
94,5,6,right,right,1.801285981467022,weber_violated
95,5,6,right,right,2.2226845980922607,weber_violated
96,5,6,right,right,1.7842122934297238,weber_violated
97,5,6,right,right,2.7745166347602055,weber_violated
98,5,6,right,right,1.8397487632863823,weber_violated
99,5,6,right,right,1.9281998481786298,weber_violated
100,5,6,right,right,1.8097087050801748,weber_violated
101,5,7,right,right,1.3356925983933665,weber_violated
102,5,7,right,right,1.491338472463065,weber_violated
103,5,7,right,right,2.3932927904312717,weber_violated
104,5,7,right,left,2.3305275147448197,weber_violated
105,5,7,right,right,1.1713370754278682,weber_violated
106,5,7,right,right,1.6050315716340129,weber_violated
107,5,7,right,right,1.2730219258168554,weber_violated
108,5,7,right,right,0.9099979393299886,weber_violated
109,5,7,right,right,1.0903411685250834,weber_violated
110,5,7,right,left,2.6515966395450365,weber_violated
111,5,8,right,right,1.010755904938763,weber_violated
112,5,8,right,right,0.7986465770967561,weber_violated
113,5,8,right,right,0.8679258531463381,weber_violated
114,5,8,right,right,1.043515400380228,weber_violated
115,5,8,right,right,0.8121678038052706,weber_violated
116,5,8,right,right,1.133933997626259,weber_violated
117,5,8,right,right,1.3007755557826834,weber_violated
118,5,8,right,right,0.7703352570089079,weber_violated
119,5,8,right,right,1.3914837013091284,weber_violated
120,5,8,right,right,0.8607224783853562,weber_violated
1,6,2,left,left,1.0707541923319577,weber_violated
2,6,2,left,left,1.4628270356930666,weber_violated
3,6,2,left,left,1.3904555812142179,weber_violated
4,6,2,left,left,0.9569722315566807,weber_violated
5,6,2,left,left,1.0810839022500855,weber_violated
6,6,2,left,right,1.2745466924941369,weber_violated
7,6,2,left,left,0.884598903582954,weber_violated
8,6,2,left,left,0.8494300363301857,weber_violated
9,6,2,left,left,1.2143993465944454,weber_violated
10,6,2,left,left,1.4256674132386864,weber_violated
11,6,3,left,left,1.1175696154394184,weber_violated
12,6,3,left,left,1.5738247000584376,weber_violated
13,6,3,left,left,1.6946982281879368,weber_violated
14,6,3,left,left,1.531728548695243,weber_violated
15,6,3,left,left,1.5600836345677247,weber_violated
16,6,3,left,left,1.688214786994985,weber_violated
17,6,3,left,left,1.0172245435363916,weber_violated
18,6,3,left,left,1.2962359321056676,weber_violated
19,6,3,left,left,1.0601138443328304,weber_violated
20,6,3,left,right,1.339962030351756,weber_violated
21,6,4,left,left,1.915178534938205,weber_violated
22,6,4,left,right,1.2961466494312293,weber_violated
23,6,4,left,right,2.289503775943862,weber_violated
24,6,4,left,left,1.882563931839622,weber_violated
25,6,4,left,left,1.2455288278174947,weber_violated
26,6,4,left,left,1.8311714182143006,weber_violated
27,6,4,left,right,2.1492692784607788,weber_violated
28,6,4,left,left,1.7512454634029577,weber_violated
29,6,4,left,right,3.1233486380005377,weber_violated
30,6,4,left,right,1.586319412319287,weber_violated
31,6,6,left,left,2.471251210964777,weber_violated
32,6,6,left,left,1.7785320843977943,weber_violated
33,6,6,left,left,5.828045257038741,weber_violated
34,6,6,left,left,1.535643158760897,weber_violated
35,6,6,left,left,2.0851518892694947,weber_violated
36,6,6,left,left,3.077007970298806,weber_violated
37,6,6,left,left,1.3791120577485163,weber_violated
38,6,6,left,left,2.621177721887014,weber_violated
39,6,6,left,right,1.6132191400103029,weber_violated
40,6,6,left,right,1.5260219331516247,weber_violated
41,6,7,left,left,0.9046805717083564,weber_violated
42,6,7,left,left,1.065094773269193,weber_violated
43,6,7,left,left,1.277864902085017,weber_violated
44,6,7,left,left,1.957098751593684,weber_violated
45,6,7,left,left,1.1851205047768494,weber_violated
46,6,7,left,left,1.5080591924256925,weber_violated
47,6,7,left,left,1.6040743281125427,weber_violated
48,6,7,left,left,0.9988267264513855,weber_violated
49,6,7,left,left,1.5092948955091852,weber_violated
50,6,7,left,left,1.044745442065348,weber_violated
51,6,8,left,left,0.8092274253671534,weber_violated
52,6,8,left,left,1.116972187851226,weber_violated
53,6,8,left,left,1.015540019180839,weber_violated
54,6,8,left,left,1.184403920972841,weber_violated
55,6,8,left,left,1.6287883476044003,weber_violated
56,6,8,left,left,0.8378604473269982,weber_violated
57,6,8,left,left,0.8520492361855574,weber_violated
58,6,8,left,left,1.1074200947815627,weber_violated
59,6,8,left,left,0.879649743373144,weber_violated
60,6,8,left,left,1.3575350607071566,weber_violated
61,6,2,right,right,0.9512685588263432,weber_violated
62,6,2,right,right,1.0512332801155773,weber_violated
63,6,2,right,right,0.9343184357558982,weber_violated
64,6,2,right,right,1.654306615415098,weber_violated
65,6,2,right,right,1.1357373575443241,weber_violated
66,6,2,right,right,0.9533198253790249,weber_violated
67,6,2,right,right,0.9351788715074572,weber_violated
68,6,2,right,right,1.2347787563036698,weber_violated
69,6,2,right,right,1.1745226482560438,weber_violated
70,6,2,right,right,0.9257754621374288,weber_violated
71,6,3,right,right,1.4288957616808062,weber_violated
72,6,3,right,right,1.2506905474698713,weber_violated
73,6,3,right,right,1.2879812683694376,weber_violated
74,6,3,right,right,1.1896007049319512,weber_violated
75,6,3,right,right,1.280850534935533,weber_violated
76,6,3,right,right,1.6289492834476291,weber_violated
77,6,3,right,right,1.8111658291595496,weber_violated
78,6,3,right,right,1.5314425520673327,weber_violated
79,6,3,right,right,1.8444837431486556,weber_violated
80,6,3,right,right,1.512435386890963,weber_violated
81,6,4,right,left,2.9355300963527813,weber_violated
82,6,4,right,left,1.8405932020237141,weber_violated
83,6,4,right,left,2.1432090990726547,weber_violated
84,6,4,right,right,2.3943109137426584,weber_violated
85,6,4,right,right,2.080423268757559,weber_violated
86,6,4,right,left,2.648897341268371,weber_violated
87,6,4,right,left,1.6649002875843473,weber_violated
88,6,4,right,right,1.8085331733404832,weber_violated
89,6,4,right,right,1.930012815666618,weber_violated
90,6,4,right,left,2.560284581241621,weber_violated
91,6,6,right,right,1.5071285487550938,weber_violated
92,6,6,right,right,2.3300827660478354,weber_violated
93,6,6,right,right,2.3112626787611408,weber_violated
94,6,6,right,left,1.9895671840533413,weber_violated
95,6,6,right,left,1.842955265962172,weber_violated
96,6,6,right,right,2.0369579309485135,weber_violated
97,6,6,right,right,2.2098129447087547,weber_violated
98,6,6,right,left,4.769386172824565,weber_violated
99,6,6,right,right,1.75534661283945,weber_violated
100,6,6,right,left,1.5691985080130972,weber_violated
101,6,7,right,right,1.0005351159734872,weber_violated
102,6,7,right,right,1.748315399084938,weber_violated
103,6,7,right,left,2.324263787983023,weber_violated
104,6,7,right,right,1.6312641131700356,weber_violated
105,6,7,right,right,1.1425261426527946,weber_violated
106,6,7,right,left,2.313510179763397,weber_violated
107,6,7,right,right,1.2865671246336132,weber_violated
108,6,7,right,right,1.0802880468706848,weber_violated
109,6,7,right,right,2.8680958398104064,weber_violated
110,6,7,right,right,1.6818017031112111,weber_violated
111,6,8,right,right,0.9035248215680831,weber_violated
112,6,8,right,right,1.0216443194193574,weber_violated
113,6,8,right,right,0.9067451937680984,weber_violated
114,6,8,right,right,1.1200010276370753,weber_violated
115,6,8,right,right,0.9859171966802338,weber_violated
116,6,8,right,right,1.1613721223376325,weber_violated
117,6,8,right,right,0.9228144741556932,weber_violated
118,6,8,right,right,0.8178570115612263,weber_violated
119,6,8,right,right,0.8364823700391979,weber_violated
120,6,8,right,right,1.3358673818715185,weber_violated
1,7,2,left,left,1.0513946721773044,weber_violated
2,7,2,left,left,1.0139021494569938,weber_violated
3,7,2,left,left,1.0152793577338324,weber_violated
4,7,2,left,left,1.361502862363333,weber_violated
5,7,2,left,left,0.8743986094984615,weber_violated
6,7,2,left,left,0.9400735204218953,weber_violated
7,7,2,left,left,0.9935515617896824,weber_violated
8,7,2,left,left,1.452295658521453,weber_violated
9,7,2,left,left,0.7793141000165316,weber_violated
10,7,2,left,left,0.9262989387379468,weber_violated
11,7,3,left,left,1.0327421267377652,weber_violated
12,7,3,left,left,1.1804629723186322,weber_violated
13,7,3,left,left,1.832919985028961,weber_violated
14,7,3,left,left,1.290365378184814,weber_violated
15,7,3,left,left,2.281358110573444,weber_violated
16,7,3,left,left,1.4271693371095882,weber_violated
17,7,3,left,left,1.8086099257909622,weber_violated
18,7,3,left,left,1.3361410136659668,weber_violated
19,7,3,left,left,1.3350152949915017,weber_violated
20,7,3,left,left,1.148530129260803,weber_violated
21,7,4,left,left,1.6870808599584204,weber_violated
22,7,4,left,right,1.3177007775131149,weber_violated
23,7,4,left,left,1.4376664678312163,weber_violated
24,7,4,left,left,3.851759565563618,weber_violated
25,7,4,left,left,1.2566890804937556,weber_violated
26,7,4,left,left,0.9315685173696064,weber_violated
27,7,4,left,right,2.464295767551183,weber_violated
28,7,4,left,right,1.5486015490080858,weber_violated
29,7,4,left,left,1.3062852216978944,weber_violated
30,7,4,left,left,2.00225533577787,weber_violated
31,7,6,left,left,1.8662463892554366,weber_violated
32,7,6,left,left,1.493650632966331,weber_violated
33,7,6,left,left,1.7484663428343332,weber_violated
34,7,6,left,right,2.041724924674417,weber_violated
35,7,6,left,left,1.871317888653398,weber_violated
36,7,6,left,left,2.009273995186854,weber_violated
37,7,6,left,right,1.896153067538557,weber_violated
38,7,6,left,left,2.262293848840006,weber_violated
39,7,6,left,right,2.526171375088997,weber_violated
40,7,6,left,left,2.8061299542212357,weber_violated
41,7,7,left,left,0.9338139626770092,weber_violated
42,7,7,left,left,1.384562944748745,weber_violated
43,7,7,left,left,1.2831857468858725,weber_violated
44,7,7,left,left,1.6950782455163986,weber_violated
45,7,7,left,left,1.3895663054196488,weber_violated
46,7,7,left,left,1.7199142436604935,weber_violated
47,7,7,left,left,1.599429903352308,weber_violated
48,7,7,left,left,1.37663690451264,weber_violated
49,7,7,left,left,1.3506343404178132,weber_violated
50,7,7,left,left,1.0160206267495948,weber_violated
51,7,8,left,left,1.1081779485968557,weber_violated
52,7,8,left,left,1.0904764696357254,weber_violated
53,7,8,left,left,1.0836670242904738,weber_violated
54,7,8,left,left,1.1307243928310047,weber_violated
55,7,8,left,left,1.1976120611267669,weber_violated
56,7,8,left,left,1.249694338603197,weber_violated
57,7,8,left,left,1.0256042215695076,weber_violated
58,7,8,left,left,1.5335772772263427,weber_violated
59,7,8,left,left,0.8930657120132328,weber_violated
60,7,8,left,right,1.1772131447381977,weber_violated
61,7,2,right,right,0.9423498587635035,weber_violated
62,7,2,right,right,1.1014022831347585,weber_violated
63,7,2,right,right,0.9037244592159599,weber_violated
64,7,2,right,right,1.2136425479074546,weber_violated
65,7,2,right,right,1.1107880984384648,weber_violated
66,7,2,right,right,1.0655164693462,weber_violated
67,7,2,right,right,1.0102431512500416,weber_violated
68,7,2,right,right,1.2780747148028937,weber_violated
69,7,2,right,right,1.083572937904055,weber_violated
70,7,2,right,right,1.1249294806332728,weber_violated
71,7,3,right,right,1.3558077923449576,weber_violated
72,7,3,right,right,1.829888748329118,weber_violated
73,7,3,right,right,1.1401155523783892,weber_violated
74,7,3,right,right,1.4139030325138051,weber_violated
75,7,3,right,right,1.7239738445728023,weber_violated
76,7,3,right,right,1.5146069733953802,weber_violated
77,7,3,right,right,2.203806247138756,weber_violated
78,7,3,right,right,1.477965380380851,weber_violated
79,7,3,right,right,1.085879512349324,weber_violated
80,7,3,right,right,1.237290600703189,weber_violated
81,7,4,right,left,4.0932515690972915,weber_violated
82,7,4,right,left,2.75425970139099,weber_violated
83,7,4,right,right,3.40334329207428,weber_violated
84,7,4,right,right,1.3700478518642618,weber_violated
85,7,4,right,right,2.086767812804728,weber_violated
86,7,4,right,left,3.0176766108859296,weber_violated
87,7,4,right,right,1.405250338450781,weber_violated
88,7,4,right,right,2.154253271757364,weber_violated
89,7,4,right,right,4.393705933871213,weber_violated
90,7,4,right,left,16.146913519016135,weber_violated
91,7,6,right,right,1.659668510594796,weber_violated
92,7,6,right,right,4.199327441676835,weber_violated
93,7,6,right,right,2.8147047229374778,weber_violated
94,7,6,right,right,3.1818367255156565,weber_violated
95,7,6,right,right,4.088106318022124,weber_violated
96,7,6,right,left,2.2787347340507416,weber_violated
97,7,6,right,left,2.4303384119162,weber_violated
98,7,6,right,right,1.4329622133077866,weber_violated
99,7,6,right,left,1.5637879842720943,weber_violated
100,7,6,right,left,2.3523201794330215,weber_violated
101,7,7,right,right,1.6980336735725814,weber_violated
102,7,7,right,right,2.6494520209529018,weber_violated
103,7,7,right,right,1.5711831190522279,weber_violated
104,7,7,right,right,1.0838464367009333,weber_violated
105,7,7,right,right,1.3350497136078567,weber_violated
106,7,7,right,right,1.43382214678978,weber_violated
107,7,7,right,right,1.5345282978415569,weber_violated
108,7,7,right,right,1.7517968359998128,weber_violated
109,7,7,right,right,1.198995832622439,weber_violated
110,7,7,right,right,1.0376293292736314,weber_violated
111,7,8,right,right,1.2238597207061885,weber_violated
112,7,8,right,right,1.179062317450476,weber_violated
113,7,8,right,right,0.9614168486751398,weber_violated
114,7,8,right,right,1.4839912640956143,weber_violated
115,7,8,right,right,1.1881283916550855,weber_violated
116,7,8,right,right,1.1448375658171683,weber_violated
117,7,8,right,right,1.3460457663703445,weber_violated
118,7,8,right,right,1.0036856494777597,weber_violated
119,7,8,right,right,0.8081625099064023,weber_violated
120,7,8,right,right,0.8831263807832794,weber_violated
1,8,2,left,left,0.740727149793909,weber_violated
2,8,2,left,left,1.0396513128473681,weber_violated
3,8,2,left,left,1.1033220861366515,weber_violated
4,8,2,left,left,0.9059975719287323,weber_violated
5,8,2,left,left,0.6722837879780891,weber_violated
6,8,2,left,left,1.3015366901760814,weber_violated
7,8,2,left,left,0.903976152411206,weber_violated
8,8,2,left,left,1.2445759225972324,weber_violated
9,8,2,left,left,0.96928543113593,weber_violated
10,8,2,left,left,1.6238750842449425,weber_violated
11,8,3,left,left,1.0429440656615883,weber_violated
12,8,3,left,left,1.0885054409844412,weber_violated
13,8,3,left,left,1.5282102555602597,weber_violated
14,8,3,left,left,1.2468573384303767,weber_violated
15,8,3,left,left,3.0711763251689543,weber_violated
16,8,3,left,right,1.9624355482138656,weber_violated
17,8,3,left,left,1.594297393419107,weber_violated
18,8,3,left,left,1.2887053006209517,weber_violated
19,8,3,left,left,1.1401776332901634,weber_violated
20,8,3,left,left,1.284022179311314,weber_violated
21,8,4,left,right,3.171961239328217,weber_violated
22,8,4,left,left,2.358270961679871,weber_violated
23,8,4,left,left,1.7003229168762606,weber_violated
24,8,4,left,left,2.0629041391662915,weber_violated
25,8,4,left,right,1.3414979421379845,weber_violated
26,8,4,left,right,1.685548166326362,weber_violated
27,8,4,left,right,4.116562937405601,weber_violated
28,8,4,left,left,1.207594649083484,weber_violated
29,8,4,left,right,2.5766271245601216,weber_violated
